"setting","scenario","n_r","n_o","calibration","variant","rho","gamma","kappa","treated_nuisance","method","target","interval_method","attempted","successful","fit_failures","unavailable","target_unavailable","interval_attempted","interval_successful","bootstrap_draws_attempted","bootstrap_draws_successful","bias","bias_mcse","rmse","rmse_mcse","coverage","coverage_mcse","mean_width","width_mcse","width_ratio","width_ratio_mcse","width_difference","width_difference_mcse","ise_difference","ise_difference_mcse","integrated_rmse_ratio","integrated_rmse_ratio_mcse","ise_increase_frequency","width_increase_frequency","variance_ratio","variance_ratio_mcse","control_loss_reduction","control_loss_reduction_mcse","pseudo_variance","control_loss","imputation_mse","imputation_mse_mcse","imputation_r_squared","imputation_r_squared_mcse","mean_embed_dim","coverage_scope"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","C","above_zero","pointwise conditional trial percentile bootstrap",10,10,0,0,0,10,10,200,200,0.0512090764961151,0.129129747408911,0.390759253900132,0.0587434075421715,0.7,0.144913767461894,1.03230540379311,0.0873677158005841,0.90818707434265,0.0339457340265558,-0.100968626090623,0.0404377528989996,0.0392461030383496,0.0232831473753616,1.07860845527189,0.0517119148883408,0.7,0.3,1.02059822898229,0.0201593749012525,-0.0801699860417031,0.0902217044711727,10.8105367513969,2.68849033395636,1.00901369821821,0.00386529519743644,-0.000270900380746366,0.00011659044505186,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","C","average","pointwise conditional trial percentile bootstrap",10,10,0,0,0,10,10,200,200,0.0332108415398551,0.0862953159249331,0.261007459569725,0.0480842917220732,0.7,0.144913767461894,0.778063241663941,0.0548283194164202,0.969425987759205,0.0451290723623944,-0.0352611893799905,0.0336558870135986,0.0392461030383496,0.0232831473753616,1.07860845527189,0.0517119148883408,0.7,0.4,1.02059822898229,0.0201593749012525,-0.0801699860417031,0.0902217044711727,10.8105367513969,2.68849033395636,1.00901369821821,0.00386529519743644,-0.000270900380746366,0.00011659044505186,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","C","below_zero","pointwise conditional trial percentile bootstrap",10,10,0,0,0,10,10,200,200,0.0152126065835954,0.144008938417861,0.432294566814366,0.056304175500158,0.4,0.154919333848297,0.971992144270929,0.0646880719652398,0.900329031849204,0.0538364391743315,-0.116793182359536,0.049934270633986,0.0392461030383496,0.0232831473753616,1.07860845527189,0.0517119148883408,0.7,0.1,1.02059822898229,0.0201593749012525,-0.0801699860417031,0.0902217044711727,10.8105367513969,2.68849033395636,1.00901369821821,0.00386529519743644,-0.000270900380746366,0.00011659044505186,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","C","integrated","pointwise conditional trial percentile bootstrap",10,10,0,0,0,0,0,200,200,,,0.528616986377055,0.0517384867526671,,,,,,,,,0.0392461030383496,0.0232831473753616,1.07860845527189,0.0517119148883408,0.7,,1.02059822898229,0.0201593749012525,-0.0801699860417031,0.0902217044711727,10.8105367513969,2.68849033395636,1.00901369821821,0.00386529519743644,-0.000270900380746366,0.00011659044505186,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","C","profile_minus1","pointwise conditional trial percentile bootstrap",10,10,0,0,0,10,10,200,200,0.0412288972796565,0.176740770636883,0.531822829538907,0.079835322995079,0.5,0.158113883008419,1.06780406585995,0.0715029247187014,0.878547502216911,0.0563584239356517,-0.156463222410926,0.0605217331468766,0.0392461030383496,0.0232831473753616,1.07860845527189,0.0517119148883408,0.7,0.1,1.02059822898229,0.0201593749012525,-0.0801699860417031,0.0902217044711727,10.8105367513969,2.68849033395636,1.00901369821821,0.00386529519743644,-0.000270900380746366,0.00011659044505186,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","C","profile_plus1","pointwise conditional trial percentile bootstrap",10,10,0,0,0,10,10,200,200,0.0664583189196418,0.158746639544715,0.480854622785599,0.0867689899893586,0.7,0.144913767461894,1.13972910515216,0.0966327055223446,0.897991765983855,0.0315031793493261,-0.1238111970501,0.0406999735759549,0.0392461030383496,0.0232831473753616,1.07860845527189,0.0517119148883408,0.7,0.2,1.02059822898229,0.0201593749012525,-0.0801699860417031,0.0902217044711727,10.8105367513969,2.68849033395636,1.00901369821821,0.00386529519743644,-0.000270900380746366,0.00011659044505186,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","C","profile_zero","pointwise conditional trial percentile bootstrap",10,10,0,0,0,10,10,200,200,0.0544754979413043,0.0870576291366128,0.2667936599583,0.0520963780201811,0.8,0.126491106406735,0.77806324166394,0.0548283194164201,0.969425987759205,0.0451290723623944,-0.0352611893799903,0.0336558870135986,0.0392461030383496,0.0232831473753616,1.07860845527189,0.0517119148883408,0.7,0.4,1.02059822898229,0.0201593749012525,-0.0801699860417031,0.0902217044711727,10.8105367513969,2.68849033395636,1.00901369821821,0.00386529519743644,-0.000270900380746366,0.00011659044505186,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","causal_forest","above_zero","grf pointwise asymptotic normal interval",10,0,0,0,10,10,0,0,0,,,,,,,,,,,,,0.0406864585564852,0.0818496239091595,1.08138473186367,0.173680019111116,0.7,,1,0,0,0,10.6385275292485,2.60832034791466,,,,,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","causal_forest","average","grf pointwise asymptotic normal interval",10,0,0,0,10,10,0,0,0,,,,,,,,,,,,,0.0406864585564852,0.0818496239091595,1.08138473186367,0.173680019111116,0.7,,1,0,0,0,10.6385275292485,2.60832034791466,,,,,,"conditional on successful intervals"
"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept",4,200,2000,"intercept","nonprognostic",0,1,0,"dictionary","causal_forest","below_zero","grf pointwise asymptotic normal interval",10,0,0,0,10,10,0,0,0,,,,,,,,,,,,,0.0406864585564852,0.0818496239091595,1.08138473186367,0.173680019111116,0.7,,1,0,0,0,10.6385275292485,2.60832034791466,,,,,,"conditional on successful intervals"
