"profile","group","percentile","n_control","n_treated","estimate","lower","upper","width","trial_estimate","trial_lower","trial_upper","trial_width","width_ratio","q","repetition","calibration","reference_disagreement","full_cohort_n_control","full_cohort_n_treated","supported"
"1.Missing:0.75","1.Missing",0.75,2,3,21.5468067559597,2.45628204124014,37.9469632555662,35.4906812143261,22.6050277855408,1.69296507979174,36.5014358067323,34.8084707269405,1.01959897901684,0.1,1,"ridge",11.4083322309575,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,4,2,6.57300968915296,-0.964579989579879,19.7997877046437,20.7643676942236,6.47679406376907,-2.29686551643053,19.2599220447644,21.556787561195,0.963240354587999,0.1,1,"ridge",-2.02271525158053,18,9,TRUE
"2.Missing:0.5","2.Missing",0.5,4,2,11.9627107189482,-0.248964976463215,24.6945876657356,24.9435526421988,12.048129226093,0.304940307338788,26.4584488996185,26.1535085922797,0.953736381265568,0.1,1,"ridge",1.7611942354065,18,9,TRUE
"1.1:0.25","1.1",0.25,21,8,3.20985003815678,-7.6738981574151,17.9659409014856,25.6398390589007,4.07722481113948,-7.18960213308068,19.5819468480489,26.7715489811296,0.957727140740844,0.1,1,"lasso",-1.51744502064766,189,150,TRUE
"1.1:0.5","1.1",0.5,25,19,11.01610364158,-5.55127077355335,25.1833492579361,30.7346200314895,11.5169703859563,-4.01448063787886,26.9520957314292,30.966576369308,0.99250946132849,0.1,1,"lasso",-1.76802037811069,279,164,TRUE
"1.1:0.75","1.1",0.75,21,8,22.4775310122422,2.27963857023011,37.1972058003409,34.9175672301108,22.6054411662735,1.61079754574932,36.214807278483,34.6040097327337,1.00906130531689,0.1,1,"lasso",12.335737148244,189,150,TRUE
"2.1:0.25","2.1",0.25,25,15,1.77571132652537,-10.2423170010116,19.5136140206147,29.7559310216264,2.60545426181292,-7.45020516874078,22.8823832180796,30.3325883868204,0.980988850742307,0.1,1,"lasso",-11.6106492068455,261,180,TRUE
"2.1:0.5","2.1",0.5,25,15,12.0545361051354,-6.99206631876964,24.9457601796971,31.9378264984667,12.5335936202309,-1.98187892444106,26.5765852077432,28.5584641321842,1.11833137631775,0.1,1,"lasso",-4.21356625626253,261,180,TRUE
"2.1:0.75","2.1",0.75,25,15,13.5504465609626,-4.02573223928729,26.3705489410138,30.3962811803011,13.8201798707787,-2.08392770035287,26.9244638668639,29.0083915672168,1.04784441804946,0.1,1,"lasso",-3.16146568405022,261,180,TRUE
"1.2:0.25","1.2",0.25,24,28,9.73876521430524,-2.45195269481089,22.4960800181934,24.9480327130043,10.4132247036971,-3.23140182942058,23.6704107528746,26.9018125822952,0.927373671818057,0.1,1,"lasso",3.18564494716539,303,251,TRUE
"1.2:0.5","1.2",0.5,24,28,19.9175013579803,1.14848393030974,37.3655681124324,36.2170841821226,20.2629537113125,1.96381152495512,38.1887049359948,36.2248934110397,0.999784423688197,0.1,1,"lasso",10.51351753179,303,251,TRUE
"1.2:0.75","1.2",0.75,24,28,22.4818288272119,2.29208000393594,37.0392930509513,34.7472130470153,22.6041632083984,1.54804161799344,35.9962980003566,34.4482563823631,1.00867842660406,0.1,1,"lasso",12.3379924294117,303,251,TRUE
"2.2:0.25","2.2",0.25,2,3,5.45576648930208,-9.45873234320359,21.2231355764574,30.681867919661,6.17470207144143,-4.59781501665507,24.3230977295868,28.9209127462419,1.06088864445151,0.1,1,"lasso",-8.96004872117155,26,22,TRUE
"2.2:0.5","2.2",0.5,41,16,20.0182628154786,1.35526683045819,35.4282137599354,34.0729469294772,20.366650255618,3.6152819667735,36.3095959560228,32.6943139892493,1.04216736098764,0.1,1,"lasso",7.39206541419086,289,224,TRUE
"2.2:0.75","2.2",0.75,41,16,20.985895646856,5.13362109108163,34.6379141951319,29.5042931040503,21.1529017540304,5.11794034753605,33.185334051405,28.0673937038689,1.0511946144819,0.1,1,"lasso",8.06552514371806,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,2,3,1.48520076372884,-9.2019728131278,16.8395212319073,26.0414940450351,2.40353473228656,-8.61386951977735,18.6007017441313,27.2145712639087,0.956895252638821,0.1,1,"lasso",-2.7597924757878,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,2,3,17.5446634020612,0.32994265168549,34.0418423985064,33.7118997468209,17.978122698666,0.935397884038001,35.2480547493649,34.3126568653269,0.982491675859907,0.1,1,"lasso",8.80700963409759,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,2,3,22.4696518304106,2.26240638983812,37.4032215426093,35.1408151527712,22.6050277855408,1.69296507979174,36.5014358067323,34.8084707269405,1.00954780313211,0.1,1,"lasso",12.3311773054085,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,4,2,5.64057253115565,-1.66050410085009,19.1794585422899,20.83996264314,6.47679406376907,-2.29686551643053,19.2599220447644,21.556787561195,0.966747136324462,0.1,1,"lasso",-2.95515240957784,18,9,TRUE
"2.Missing:0.5","2.Missing",0.5,4,2,11.3822800034928,-1.08068655921378,25.2178053732947,26.2984919325084,12.048129226093,0.304940307338788,26.4584488996185,26.1535085922797,1.00554355220513,0.1,1,"lasso",1.18076351995111,18,9,TRUE
"1.1:0.25","1.1",0.25,31,28,6.36798671794475,-3.28658592945705,15.6894562955767,18.9760422250337,5.37363573206195,-3.6268615495192,14.7779756247074,18.4048371742266,1.03103559381699,0.2,1,"intercept",1.64069165914031,189,150,TRUE
"1.1:0.5","1.1",0.5,51,24,13.613606211818,5.55699676305982,28.5759477110696,23.0189509480098,13.2908195921559,5.68843130588262,26.6240908535057,20.9356595476231,1.0995092318753,0.2,1,"intercept",0.829482192127331,279,164,TRUE
"1.1:0.75","1.1",0.75,31,28,5.151641627901,-1.3262362594215,13.1489031192786,14.4751393787001,5.44081400702459,-0.924060314175723,13.7239634008752,14.6480237150509,0.988197429242751,0.2,1,"intercept",-4.99015223609718,189,150,TRUE
"2.1:0.25","2.1",0.25,59,37,19.0428211022174,14.5473236485603,28.0985057293373,13.551182080777,18.14577649165,14.14490914316,28.2618001788935,14.1168910357335,0.959926803038679,0.2,1,"intercept",5.65646056884659,261,180,TRUE
"2.1:0.5","2.1",0.5,59,37,19.3193965955314,14.2827621345077,27.8231941590422,13.5404320245345,19.4797135272297,13.3543687567577,28.5530683553298,15.1986995985721,0.890894114770624,0.2,1,"intercept",3.05129423413347,261,180,TRUE
"2.1:0.75","2.1",0.75,59,37,16.0151619403081,11.5971366034298,22.5949087832095,10.9977721797797,14.9827193227939,10.035775787226,22.0758943115461,12.0401185243201,0.913427235584519,0.2,1,"intercept",-0.696750304704754,261,180,TRUE
"1.2:0.25","1.2",0.25,61,47,7.17401769641857,-2.86935562736539,16.061007370641,18.9303629980064,7.10509231640532,-2.25565899026209,15.4849958805036,17.7406548707656,1.06706111673483,0.2,1,"intercept",0.620897429278725,303,251,TRUE
"1.2:0.5","1.2",0.5,61,47,7.83379281715303,-1.64106148091899,16.3679962584347,18.0090577393537,8.96731089528546,-0.233598874939142,17.7848210078548,18.018419882794,0.999480412627679,0.2,1,"intercept",-1.57019100903727,303,251,TRUE
"1.2:0.75","1.2",0.75,61,47,5.03704414800115,-1.40434815567986,13.002452408613,14.4068005642929,5.28046995615374,-0.957880922485552,13.5378754718058,14.4957563942914,0.993863319196401,0.2,1,"intercept",-5.10679224979904,303,251,TRUE
"2.2:0.25","2.2",0.25,8,4,19.4534133569179,14.619927282639,28.7138656035373,14.0939383208983,19.060381339843,14.8193074032085,28.9734426108856,14.1541352076771,0.995747045941308,0.2,1,"intercept",5.03759814644422,26,22,TRUE
"2.2:0.5","2.2",0.5,56,43,13.3612415994765,1.36889352937772,23.6441601088186,22.2752665794409,14.8197573860103,0.987583768793276,24.072207680193,23.0846239113997,0.964939548720173,0.2,1,"intercept",0.73504419818876,289,224,TRUE
"2.2:0.75","2.2",0.75,56,43,10.2523825556554,0.418378458430146,16.7030416645679,16.2846632061378,10.5481864071453,1.00202879085435,18.4556405569032,17.4536117660488,0.933025406111936,0.2,1,"intercept",-2.66798794748255,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,2,5,6.15505964001242,-3.39679033677163,15.5912963024309,18.9880866392025,4.91624850168423,-4.40983148054059,15.3057016066867,19.7155330872273,0.963102877066201,0.2,1,"intercept",1.91006640049579,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,2,5,7.91895294315426,-2.15662807278306,16.275860579984,18.432488652767,8.8683789282482,-0.766346403780671,17.6368344936798,18.4031808974604,1.00159253747871,0.2,1,"intercept",-0.818700824809371,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,2,5,5.30349571881326,-1.22247291790635,13.3427809641388,14.5652538820451,5.65308625434862,-0.878319215376289,13.9702874061098,14.8486066214861,0.980917216903643,0.2,1,"intercept",-4.83497880618888,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"intercept",NA,18,9,FALSE
"2.Missing:0.5","2.Missing",0.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"intercept",NA,18,9,FALSE
"1.1:0.25","1.1",0.25,31,28,5.73340507802262,-4.82601456095388,14.6123281602482,19.4383427212021,5.1611767425988,-4.30410082097255,14.3343004665295,18.638401287502,1.04291899403606,0.2,1,"ridge",1.00611001921818,189,150,TRUE
"1.1:0.5","1.1",0.5,51,24,13.3808691796,5.46495519050939,28.0322671824429,22.5673119919335,13.0886491339868,5.95859732823711,26.9323018708984,20.9737045426613,1.07598120999706,0.2,1,"ridge",0.596745159909348,279,164,TRUE
"1.1:0.75","1.1",0.75,31,28,5.66385184418295,-1.23769299951778,13.6872569647841,14.9249499643018,6.06993899868901,-1.38891176616873,13.932404084508,15.3213158506768,0.974129775129112,0.2,1,"ridge",-4.47794201981523,189,150,TRUE
"2.1:0.25","2.1",0.25,59,37,18.2459878998086,13.8520693921744,27.6833608364405,13.8312914442661,17.5462283130505,13.9260531573125,28.4367560619554,14.5107029046428,0.953178597560609,0.2,1,"ridge",4.85962736643778,261,180,TRUE
"2.1:0.5","2.1",0.5,59,37,19.3356895999777,13.6599829398291,28.0566211275941,14.3966381877649,19.1817287880057,13.6523838894084,28.6314201256104,14.979036236202,0.961119124137672,0.2,1,"ridge",3.06758723857979,261,180,TRUE
"2.1:0.75","2.1",0.75,59,37,15.422175251053,10.3308530021133,21.481025693339,11.1501726912258,15.2613044047398,10.2220499388074,21.4104274161321,11.1883774773247,0.996585314879091,0.2,1,"ridge",-1.2897369939599,261,180,TRUE
"1.2:0.25","1.2",0.25,61,47,7.19305675241412,-3.37624636440221,16.3292098082284,19.7054561726306,6.9837828586806,-2.77921549247334,15.7201463408163,18.4993618332897,1.06519653760005,0.2,1,"ridge",0.639936485274275,303,251,TRUE
"1.2:0.5","1.2",0.5,61,47,8.74199408033324,-0.758594502743907,18.0111142447213,18.7697087474652,9.08316660301993,-0.285121974307941,17.9866708790169,18.2717928533249,1.02725052205535,0.2,1,"ridge",-0.661989745857053,303,251,TRUE
"1.2:0.75","1.2",0.75,61,47,5.52463769745719,-1.30831261122028,13.4965048873119,14.8048174985322,5.92799160691611,-1.43831964756593,13.7474534643226,15.1857731118886,0.974913650391751,0.2,1,"ridge",-4.619198700343,303,251,TRUE
"2.2:0.25","2.2",0.25,8,4,19.0154826706825,14.5633722159623,28.4507909662705,13.8874187503082,18.5191751709793,14.4128821966804,29.1786222588635,14.7657400621831,0.940516268864543,0.2,1,"ridge",4.59966746020883,26,22,TRUE
"2.2:0.5","2.2",0.5,56,43,14.4109861592221,1.24632420562071,23.9539326396917,22.707608434071,14.8366754538331,1.50583637278201,24.8125169915123,23.3066806187303,0.974296117303899,0.2,1,"ridge",1.78478875793438,289,224,TRUE
"2.2:0.75","2.2",0.75,56,43,10.6966548260066,1.11930406546178,18.2151847799606,17.0958807144988,11.0927937145825,0.943672640973435,18.2732772346523,17.3296045936788,0.986513028735503,0.2,1,"ridge",-2.22371567713135,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,2,5,5.34781838722822,-5.20897320240005,14.1587884694591,19.3677616718591,4.67971337083864,-5.03617026211836,14.6160446310035,19.6522148931218,0.985525640605413,0.2,1,"ridge",1.10282514771159,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,2,5,8.67186378309088,-1.5119209314832,18.0173129559985,19.5292338874817,8.89088697343578,-0.84450535306094,17.8356514056213,18.6801567586823,1.04545342631586,0.2,1,"ridge",-0.0657899848727439,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,2,5,5.84816569596022,-1.14346839530196,13.9398992173188,15.0833676126208,6.25776023896518,-1.32256461237592,14.1772291008683,15.4997937132442,0.97313344239752,0.2,1,"ridge",-4.29030882904192,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"ridge",NA,18,9,FALSE
"2.Missing:0.5","2.Missing",0.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"ridge",NA,18,9,FALSE
"1.1:0.25","1.1",0.25,31,28,6.22958354789261,-4.14051392289565,15.1871543589022,19.3276682817979,5.1611767425988,-4.30410082097255,14.3343004665295,18.638401287502,1.03698101482331,0.2,1,"lasso",1.50228848908817,189,150,TRUE
"1.1:0.5","1.1",0.5,51,24,13.6209406882234,5.9705445227741,27.1039622988666,21.1334177760925,13.0886491339868,5.95859732823711,26.9323018708984,20.9737045426613,1.00761492721071,0.2,1,"lasso",0.836816668532769,279,164,TRUE
"1.1:0.75","1.1",0.75,31,28,5.64079816522648,-1.11736125491045,13.9592700050322,15.0766312599427,6.06993899868901,-1.38891176616873,13.932404084508,15.3213158506768,0.984029792668018,0.2,1,"lasso",-4.50099569877169,189,150,TRUE
"2.1:0.25","2.1",0.25,59,37,18.6573766002955,13.6711216559498,27.5439044022472,13.8727827462974,17.5462283130505,13.9260531573125,28.4367560619554,14.5107029046428,0.956037956084033,0.2,1,"lasso",5.27101606692465,261,180,TRUE
"2.1:0.5","2.1",0.5,59,37,19.5447212352587,13.6999180473676,28.0482883863512,14.3483703389836,19.1817287880057,13.6523838894084,28.6314201256104,14.979036236202,0.957896764032507,0.2,1,"lasso",3.27661887386082,261,180,TRUE
"2.1:0.75","2.1",0.75,59,37,15.3320189971138,10.3153419777721,21.1950606171272,10.8797186393551,15.2613044047398,10.2220499388074,21.4104274161321,11.1883774773247,0.972412546985019,0.2,1,"lasso",-1.37989324789908,261,180,TRUE
"1.2:0.25","1.2",0.25,61,47,7.61154103506105,-2.93388881608088,16.9418096377983,19.8756984538792,6.9837828586806,-2.77921549247334,15.7201463408163,18.4993618332897,1.07439914052131,0.2,1,"lasso",1.05842076792121,303,251,TRUE
"1.2:0.5","1.2",0.5,61,47,8.99121460054689,-0.69570739907474,18.6138243403233,19.309531739398,9.08316660301993,-0.285121974307941,17.9866708790169,18.2717928533249,1.05679458465863,0.2,1,"lasso",-0.412769225643403,303,251,TRUE
"1.2:0.75","1.2",0.75,61,47,5.49224760797583,-1.1782471916876,13.7552756016267,14.9335227933143,5.92799160691611,-1.43831964756593,13.7474534643226,15.1857731118886,0.983389036783592,0.2,1,"lasso",-4.65158878982436,303,251,TRUE
"2.2:0.25","2.2",0.25,8,4,19.3795516780044,14.3864845629488,28.3808265437321,13.9943419807833,18.5191751709793,14.4128821966804,29.1786222588635,14.7657400621831,0.9477575740768,0.2,1,"lasso",4.96373646753081,26,22,TRUE
"2.2:0.5","2.2",0.5,56,43,14.6352778543031,0.855039104851032,24.9527496115575,24.0977105067065,14.8366754538331,1.50583637278201,24.8125169915123,23.3066806187303,1.03394004924667,0.2,1,"lasso",2.00908045301533,289,224,TRUE
"2.2:0.75","2.2",0.75,56,43,10.6490625089838,1.08932608248515,18.5069939685915,17.4176678861063,11.0927937145825,0.943672640973435,18.2732772346523,17.3296045936788,1.00508166772943,0.2,1,"lasso",-2.2713079941541,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,2,5,5.8645194420118,-4.82856925237325,14.7236354574229,19.5522047097962,4.67971337083864,-5.03617026211836,14.6160446310035,19.6522148931218,0.994910996858648,0.2,1,"lasso",1.61952620249517,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,2,5,8.97981550768531,-1.36808150763891,18.6498664999036,20.0179480075425,8.89088697343578,-0.84450535306094,17.8356514056213,18.6801567586823,1.0716156328955,0.2,1,"lasso",0.242161739721677,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,2,5,5.83753151155152,-1.03607950284305,14.2294782124103,15.2655577152534,6.25776023896518,-1.32256461237592,14.1772291008683,15.4997937132442,0.984887799004015,0.2,1,"lasso",-4.30094301345063,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"lasso",NA,18,9,FALSE
"2.Missing:0.5","2.Missing",0.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"lasso",NA,18,9,FALSE
"1.1:0.25","1.1",0.25,50,44,4.77900094789957,-3.19653975344635,18.169140958808,21.3656807122543,1.86165238025411,-5.44410353190666,16.0951457826172,21.5392493145239,0.991941752484731,0.3,1,"intercept",0.0517058890951354,189,150,TRUE
"1.1:0.5","1.1",0.5,77,46,6.62741959578547,-7.15189315089341,17.3112587861133,24.4631519370067,7.8516260978891,-4.07031958873689,15.0917090166705,19.1620286054074,1.27664729245333,0.3,1,"intercept",-6.1567044239052,279,164,TRUE
"1.1:0.75","1.1",0.75,50,44,8.78708801033928,3.25419111830573,21.645205534044,18.3910144157383,9.38628568835061,1.85883448113571,20.8122455789098,18.9534110977741,0.970327416044814,0.3,1,"intercept",-1.3547058536589,189,150,TRUE
"2.1:0.25","2.1",0.25,74,57,5.45695495690627,-7.71888323790847,14.2385161039693,21.9573993418777,7.06524017021359,-2.55204741554706,15.6229917124457,18.1750391279928,1.20810740418487,0.3,1,"intercept",-7.92940557646456,261,180,TRUE
"2.1:0.5","2.1",0.5,74,57,7.04187117013641,-6.20039620576008,14.970322953271,21.1707191590311,10.349171887044,-0.651320394647717,19.3977462274996,20.0490666221473,1.05594537431706,0.3,1,"intercept",-9.22623119126151,261,180,TRUE
"2.1:0.75","2.1",0.75,74,57,9.27206033894006,-1.09299816753838,16.097038323556,17.1900364910944,13.4661796391029,2.06461464725948,19.5859223167438,17.5213076694843,0.981093238892955,0.3,1,"intercept",-7.4398519060728,261,180,TRUE
"1.2:0.25","1.2",0.25,93,74,5.40884600519072,-2.9423645352914,19.9120283643251,22.8543928996165,3.45013908748959,-4.37060157840956,17.1432337637817,21.5138353421913,1.06231141663506,0.3,1,"intercept",-1.14427426194913,303,251,TRUE
