"X1","truth","recipe_A","trial_only","recipe_A_lower","recipe_A_upper","trial_only_lower","trial_only_upper","width_ratio"
-1,0,0.194686021434731,0.207350196002985,-0.212446692363777,0.603175024424886,-0.203277745590107,0.607925879075933,1.00544634169311
0,0.5,0.723510211600723,0.751922842973174,0.454239856804526,1.01884090626606,0.46735339667934,1.04441427742767,0.978408116539383
1,1,1.25233440176672,1.29649548994336,0.838043079792708,1.62169567205581,0.824870415959555,1.69737172965481,0.898167807844486
